entidad,fecha,pais,area,sector,tipo,rating_cp,rating_lp,perspectiva,estado
Macro Fondos S.G.F.C.I.S.A.,2026-02-19,Argentina,Fondos,Fondos Abiertos,Pionero Renta Dólares,,AAAf(arg),N.C,Confirma
Macro Fondos S.G.F.C.I.S.A.,2026-03-11,Argentina,Fondos,Fondos Abiertos,Pionero Pesos,,AA+f(arg),N.C,Sube
Macro Fondos S.G.F.C.I.S.A.,2026-03-11,Argentina,Fondos,Fondos Abiertos,Pionero Pesos Plus,,AAAf(arg),N.C,Confirma
Macro Fondos S.G.F.C.I.S.A.,2026-03-11,Argentina,Fondos,Fondos Abiertos,Pionero Money Market Dolár,,AA+f(arg),N.C,Confirma
Macro Fondos S.G.F.C.I.S.A.,2026-05-14,Argentina,Fondos,Fondos Abiertos,Pionero Renta,,AAAf(arg),N.C,Sube
Macro Fondos S.G.F.C.I.S.A.,2026-05-14,Argentina,Fondos,Fondos Abiertos,Pionero Crecimiento,,A+f(arg),N.C,Confirma
Macro Fondos S.G.F.C.I.S.A.,2026-05-14,Argentina,Fondos,Fondos Abiertos,Pionero Patrimonio I,,AAAf(arg),N.C,Confirma
Macro Fondos S.G.F.C.I.S.A.,2026-05-14,Argentina,Fondos,Fondos Abiertos,Pionero Renta Dolares Plus,,AAAf(arg),N.C,Sube
Macro Fondos S.G.F.C.I.S.A.,2026-05-14,Argentina,Fondos,Fondos Abiertos,Pionero Renta Pesos,,AA+f(arg),N.C,Confirma
Macro Fondos S.G.F.C.I.S.A.,2026-05-14,Argentina,Fondos,Fondos Abiertos,Pionero Capital,,AAAf(arg),N.C,Sube
Macro Fondos S.G.F.C.I.S.A.,2026-05-20,Argentina,Fondos,Fondos Abiertos,Pionero Empresas FCI Abierto Pymes,,A+f(arg),N.C,Confirma
Macro Fondos S.G.F.C.I.S.A.,2026-05-27,Argentina,Fondos,Fondos Abiertos,Pionero FF,,AA+f(arg),N.C,Confirma
Macro Fondos S.G.F.C.I.S.A.,2026-05-27,Argentina,Fondos,Fondos Abiertos,Pionero Renta Ahorro,,AAf(arg),N.C,Confirma
Macro Fondos S.G.F.C.I.S.A.,2026-05-27,Argentina,Fondos,Fondos Abiertos,Pionero Renta Balanceado,,AA+f(arg),N.C,Sube
Mapfre Paraguay Compañía de Seguros S.A.,2025-10-27,Paraguay,Seguros,Seguros Generales,Fortaleza Financiera de Largo Plazo< ...,,pyAAA,Perspectiva Estable,Confirma
Mariva Asset Management S.A.U.S.G.F.C.I.,2026-02-04,Argentina,Fondos,Fondos Abiertos,MAF Renta,,Ac(arg),N.C,Confirma
Mariva Asset Management S.A.U.S.G.F.C.I.,2026-02-04,Argentina,Fondos,Fondos Abiertos,MAF Renta Balanceada,,A-f(arg),N.C,Confirma
Mariva Asset Management S.A.U.S.G.F.C.I.,2026-03-11,Argentina,Fondos,Fondos Abiertos,MAF Money Market,,AAf(arg),N.C,Confirma
Mariva Asset Management S.A.U.S.G.F.C.I.,2026-05-20,Argentina,Fondos,Fondos Abiertos,MAF Empresas FCI Abierto Pymes,,Af(arg),N.C,Confirma
Mariva Asset Management S.A.U.S.G.F.C.I.,2026-05-27,Argentina,Fondos,Fondos Abiertos,MAF Ahorro,,AA+f(arg),N.C,Sube
Mariva Asset Management S.A.U.S.G.F.C.I.,2026-05-27,Argentina,Fondos,Fondos Abiertos,MAF Pesos Plus,,AAf(arg),N.C,Confirma
Max Capital Asset Management S.A.,2026-01-20,Argentina,Fondos,Fondos Abiertos,Max Cobertura,,AA-f(arg),N.C,Confirma
Max Capital Asset Management S.A.,2026-03-11,Argentina,Fondos,Fondos Abiertos,Max Money Market,,AAf(arg),N.C,Confirma
Max Capital Asset Management S.A.,2026-03-11,Argentina,Fondos,Fondos Abiertos,Max Money Market Dólares,,AAf(arg),N.C,Confirma
Max Capital Asset Management S.A.,2026-05-06,Argentina,Fondos,Fondos Abiertos,Max Renta Fija Dólares,,AAf(arg),N.C,Asigna
Max Capital Asset Management S.A.,2026-05-14,Argentina,Fondos,Fondos Abiertos,Max Renta Fija,,AAAf(arg),N.C,Sube
Max Capital Asset Management S.A.,2026-05-27,Argentina,Fondos,Fondos Abiertos,Max Ahorro Pesos,,AA+f(arg),N.C,Sube
Mega QM S.A.,2026-01-08,Argentina,Fondos,Fondos Abiertos,MegaQM Performance,,AAf(arg),N.C,Confirma
Mega QM S.A.,2026-01-08,Argentina,Fondos,Fondos Abiertos,Quinquela Renta,,Af(arg),N.C,Confirma
Mega QM S.A.,2026-01-08,Argentina,Fondos,Fondos Abiertos,MegaQM Acciones,,Ac(arg),N.C,Confirma
Mega QM S.A.,2026-01-20,Argentina,Fondos,Fondos Abiertos,MegaQM Cobertura,,A+f(arg),N.C,Confirma
Mega QM S.A.,2026-01-20,Argentina,Fondos,Fondos Abiertos,MegaQM Retorno Total,,Ac(arg),N.C,Confirma
Mega QM S.A.,2026-02-11,Argentina,Fondos,Fondos Abiertos,MegaQM FCI Abi. Financiamiento de Inf ...,,Af(arg),N.C,Confirma
Mega QM S.A.,2026-03-11,Argentina,Fondos,Fondos Abiertos,MegaQM Sustentable FCI ASG,,A-f(arg),N.C,Confirma
Mega QM S.A.,2026-05-14,Argentina,Fondos,Fondos Abiertos,MegaQM Retorno Absoluto,,AA+f(arg),N.C,Sube
Mega QM S.A.,2026-05-14,Argentina,Fondos,Fondos Abiertos,MegaQM Balanceado,,AAAf(arg),N.C,Confirma
Mega QM S.A.,2026-05-20,Argentina,Fondos,Fondos Abiertos,MegaQM Empresas Argentinas Pymes,,Af(arg),N.C,Confirma
Mega QM S.A.,2026-05-20,Argentina,Fondos,Fondos Abiertos,MegaQM Cobertura FCI Abierto Pymes,,Af(arg),N.C,Confirma
Mega QM S.A.,2026-05-26,Argentina,Fondos,Fondos Abiertos,MegaQM Corporativo Dólares,,AAf(arg),N.C,Confirma
Mega QM S.A.,2026-05-26,Argentina,Fondos,Fondos Abiertos,MegaQM Performance II,,AA-f(arg),N.C,Confirma
Mega QM S.A.,2026-05-26,Argentina,Fondos,Fondos Abiertos,MegaQM Liquidez Dólar,,AAAf(arg),N.C,Confirma
Mega QM S.A.,2026-05-26,Argentina,Fondos,Fondos Abiertos,MegaQM Pesos,,AA+f(arg),N.C,Confirma
Mega QM S.A.,2026-05-26,Argentina,Fondos,Fondos Abiertos,MegaQM Gestión Dólares I,,A+f(arg),N.C,Confirma
Mega QM S.A.,2026-05-26,Argentina,Fondos,Fondos Abiertos,MegaQM Latam Corporativo,,AAAf(arg),N.C,Confirma
Mega QM S.A.,2026-05-26,Argentina,Fondos,Fondos Abiertos,Puente Renta Corporativa USD,,AAf(arg),N.C,Confirma
Mega QM S.A.,2026-05-26,Argentina,Fondos,Fondos Abiertos,Puente Renta Latam USD,,AAAf(arg),N.C,Confirma
Mega QM S.A.,2026-05-26,Argentina,Fondos,Fondos Abiertos,Puente Renta Provincial USD,,A-f(arg),N.C,Confirma
Mega QM S.A.,2026-05-27,Argentina,Fondos,Fondos Abiertos,MegaQM Ahorro,,AAf(arg),N.C,Confirma
Megabono 283,2024-02-26,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono 285,2024-02-26,Argentina,Finanzas Estructuradas,Prestamos Personales,VDF A,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono 285,2024-04-19,Argentina,Finanzas Estructuradas,Prestamos Personales,VDF B,,AAAsf(arg),Perspectiva Estable,Sube
Megabono 287,2024-02-26,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono 287,2024-04-19,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,AAAsf(arg),Perspectiva Estable,Sube
Megabono 289,2024-02-26,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono 289,2024-04-19,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,AAAsf(arg),Perspectiva Estable,Sube
Megabono 291,2024-04-19,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono 291,2024-04-19,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,AAAsf(arg),Perspectiva Estable,Sube
Megabono 293,2024-04-19,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono 293,2024-04-19,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,Asf(arg),Perspectiva Estable,Confirma
Megabono 295,2024-04-19,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono 295,2024-04-19,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,Asf(arg),Perspectiva Estable,Confirma
Megabono 297,2024-04-19,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono 297,2024-08-15,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,A+(arg),Perspectiva Estable,Confirma
Megabono 299,2024-08-15,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono 299,2024-10-02,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,A+sf(arg),Perspectiva Estable,Confirma
Megabono 301,2024-04-19,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono 301,2024-08-15,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,A+sf(arg),Perspectiva Estable,Confirma
Megabono 303,2024-04-19,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono 303,2024-08-15,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,A+sf(arg),Perspectiva Estable,Confirma
Megabono 305,2024-10-02,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono 305,2024-10-02,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,AA+sf(arg),Perspectiva Estable,Confirma
Megabono 307,2024-10-02,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono 307,2024-10-02,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono 309,2024-10-02,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono 309,2024-10-02,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono 311,2025-02-11,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono 311,2025-02-11,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,Asf(arg),Perspectiva Estable,Confirma
Megabono 311,2025-02-11,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFC,,BBBsf(arg),Perspectiva Estable,Confirma
Megabono 313,2025-02-11,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono 315,2025-08-14,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono 315,2025-08-14,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono 317,2025-09-26,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono 317,2025-09-26,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono 319,2025-12-16,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono 319,2025-12-16,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,AA+sf(arg),Perspectiva Estable,Confirma
Megabono 321,2025-12-16,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono 321,2026-05-05,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,AAAsf(arg),Perspectiva Estable,Sube
Megabono 321,2026-05-05,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFC,,BBBsf(arg),Perspectiva Estable,Sube
Megabono 323,2026-05-05,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono 323,2026-05-05,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,AAsf(arg),Perspectiva Estable,Sube
Megabono 323,2026-05-05,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFC,,B+sf(arg),Perspectiva Estable,Confirma
Megabono 325,2026-05-05,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono 325,2026-05-05,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,AAsf(arg),Perspectiva Estable,Sube
Megabono 325,2026-05-05,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFC,,A+sf(arg),Perspectiva Estable,Confirma
Megabono 327,2026-05-05,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono 327,2026-05-05,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,AA+sf(arg),Perspectiva Estable,Confirma
Megabono 327,2026-05-05,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFC,,AA+sf(arg),Perspectiva Estable,Confirma
Megabono 329,2026-05-05,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono 329,2026-05-05,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,AA+sf(arg),Perspectiva Estable,Confirma
Megabono 329,2026-05-05,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFC,,AA+sf(arg),Perspectiva Estable,Confirma
Megabono 331,2026-05-05,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono 331,2026-05-05,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,AA+sf(arg),Perspectiva Estable,Confirma
Megabono 333,2026-05-05,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono 333,2026-05-05,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,AAsf(arg),Perspectiva Estable,Confirma
Megabono 335,2026-05-05,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono 335,2026-05-05,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,AAsf(arg),Perspectiva Estable,Confirma
Megabono 337,2026-05-05,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono 337,2026-05-05,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,AA+sf(arg),Perspectiva Estable,Confirma
Megabono 339,2026-05-05,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono 339,2026-05-05,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,AA+sf(arg),Perspectiva Estable,Confirma
Megabono 341,2026-05-05,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono 341,2026-05-05,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,AA-sf(arg),Perspectiva Estable,Confirma
Megabono 343,2026-05-05,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono 343,2026-05-05,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,A+sf(arg),Perspectiva Estable,Confirma
Megabono 345,2026-05-05,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono 345,2026-05-05,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,A+sf(arg),Perspectiva Estable,Confirma
Megabono 347,2026-04-15,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono 347,2026-04-15,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,A+sf(arg),Perspectiva Estable,Confirma
Megabono 347,2026-04-15,Argentina,Finanzas Estructuradas,Prestamos Personales,CP,,CCCsf(arg),N.C,Confirma
Megabono 349,2026-05-06,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono 349,2026-05-06,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,AAsf(arg),Perspectiva Estable,Confirma
Megabono 351,2026-05-19,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Preliminar
Megabono 351,2026-05-19,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,AAsf(arg),Perspectiva Estable,Preliminar
Megabono Crédito 276,2023-09-08,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono Crédito 276,2023-12-19,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,AAAsf(arg),Perspectiva Estable,Sube
Megabono Crédito 278,2024-02-29,Argentina,Finanzas Estructuradas,Prestamos Personales,VDF B,,AAsf(arg),Perspectiva Estable,Confirma
Megabono Crédito 280,2023-12-19,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono Crédito 280,2024-04-19,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,AAAsf(arg),Perspectiva Estable,Sube
Megabono Crédito 282,2023-12-19,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono Crédito 282,2024-02-29,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,AAsf(arg),Perspectiva Estable,Confirma
Megabono Crédito 284,2024-02-29,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono Crédito 284,2024-04-19,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,AAAsf(arg),Perspectiva Estable,Sube
Megabono Crédito 286,2024-04-19,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono Crédito 286,2024-04-19,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,AAsf(arg),Perspectiva Estable,Confirma
Megabono Crédito 288,2024-04-19,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono Crédito 288,2024-04-19,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,AA+(arg),Perspectiva Estable,Confirma
Megabono Crédito 290,2024-04-19,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono Crédito 290,2024-04-19,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,AAsf(arg),Perspectiva Estable,Confirma
Megabono Crédito 292,2024-04-19,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono Crédito 292,2024-04-19,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,AAsf(arg),Perspectiva Estable,Confirma
Megabono Crédito 294,2024-04-19,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono Crédito 294,2024-04-19,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,AAsf(arg),Perspectiva Estable,Confirma
Megabono Crédito 296,2024-08-15,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono Crédito 296,2024-08-15,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono Crédito 298,2024-10-02,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono Crédito 298,2024-10-02,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono Crédito 300,2024-10-02,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono Crédito 300,2024-10-02,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,AAsf(arg),Perspectiva Estable,Confirma
Megabono Crédito 302,2025-02-11,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono Crédito 302,2025-02-11,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,AAsf(arg),Perspectiva Estable,Confirma
Megabono Crédito 304,2025-02-11,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono Crédito 304,2025-08-14,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,Asf(arg),Perspectiva Estable,Confirma
Megabono Crédito 306,2025-02-11,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono Crédito 306,2025-12-15,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,A-sf(arg),Perspectiva Estable,Confirma
Megabono Crédito 306,2026-05-05,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFC,,Bsf(arg),Perspectiva Estable,Baja
Megabono Crédito 308,2025-08-14,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono Crédito 308,2025-12-15,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,A+sf(arg),Perspectiva Estable,Confirma
Megabono Crédito 308,2026-05-05,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFC,,Asf(arg),Perspectiva Estable,Sube
Megabono Crédito 310,2025-12-15,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono Crédito 310,2025-12-15,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,AA-sf(arg),Perspectiva Estable,Confirma
Megabono Crédito 312,2025-12-15,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono Crédito 312,2025-12-15,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,AA+sf(arg),Perspectiva Estable,Confirma
Megabono Crédito 314,2025-12-15,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono Crédito 314,2025-12-15,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono Crédito 316,2025-12-15,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono Crédito 316,2025-12-15,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,AA+sf(arg),Perspectiva Estable,Confirma
Megabono Crédito 318,2025-12-15,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono Crédito 318,2025-12-15,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,AA+(arg),Perspectiva Estable,Confirma
Megabono Crédito 320,2026-05-05,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono Crédito 320,2026-05-05,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono Crédito 322,2026-05-05,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono Crédito 322,2026-05-05,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,AA+sf(arg),Perspectiva Estable,Confirma
Megabono Crédito 324,2026-05-05,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono Crédito 324,2026-05-05,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono Crédito 326,2026-05-05,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAA(arg),Perspectiva Estable,Confirma
Megabono Crédito 326,2026-05-05,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,AA+(arg),Perspectiva Estable,Confirma
Megabono Crédito 328,2026-05-05,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono Crédito 328,2026-05-05,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,AA+sf(arg),Perspectiva Estable,Confirma
Megabono Crédito 330,2026-05-05,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono Crédito 330,2026-05-05,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,AA+sf(arg),Perspectiva Estable,Confirma
Megabono Crédito 332,2026-05-05,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono Crédito 332,2026-05-05,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,AA+sf(arg),Perspectiva Estable,Confirma
Megabono Crédito 334,2026-05-05,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono Crédito 334,2026-05-05,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,AA+sf(arg),Perspectiva Estable,Confirma
Megabono Crédito 336,2026-05-05,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono Crédito 336,2026-05-05,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,AA-sf(arg),Perspectiva Estable,Confirma
Megabono Crédito 338,2026-05-05,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono Crédito 338,2026-05-05,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,AA-sf(arg),Perspectiva Estable,Confirma
Megabono Crédito 340,2026-04-07,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono Crédito 340,2026-04-07,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,AA-sf(arg),Perspectiva Estable,Confirma
Megabono Crédito 342,2026-04-27,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono Crédito 342,2026-04-27,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,AA-sf(arg),Perspectiva Estable,Confirma
Megabono Crédito 344,2026-05-22,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Megabono Crédito 344,2026-05-22,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,AA-sf(arg),Perspectiva Estable,Confirma
