entidad,fecha,pais,area,sector,tipo,rating_cp,rating_lp,perspectiva,estado
Banco CMF S.A.,2026-04-22,Argentina,Entidades Financieras,Bancos,Obligaciones Negociables Clase 19 por ...,A1(arg),,N.C,Confirma
Banco Coinag S.A.,2025-12-12,Argentina,Finanzas Sostenibles,Bancos,Marco de Plazo Fijo Sostenible,,Alineado – Fuerte,N.C,Asigna
Banco Coinag S.A.,2026-05-07,Argentina,Entidades Financieras,Bancos,Endeudamiento de Largo Plazo,A2(arg),BBB(arg),Perspectiva Positiva,Confirma
Banco Columbia S.A.,2026-05-06,Argentina,Entidades Financieras,Bancos,Endeudamiento de Largo Plazo,A3(arg),BBB(arg),Perspectiva Negativa,Confirma
Banco Comafi Fiduciario Financiero,2026-05-07,Argentina,Entidades Financieras,Fiduciario,Fiduciario,,1FD(arg),Perspectiva Estable,Confirma
Banco Comafi S.A.,2024-12-17,Argentina,Entidades Financieras,Bancos,Obligaciones Negociables Clase III Por ...,A1+(arg),,N.C,Confirma
Banco Comafi S.A.,2024-12-17,Argentina,Entidades Financieras,Bancos,Obligaciones Negociables Clase V Por h ...,A1+(arg),,N.C,Confirma
Banco Comafi S.A.,2024-12-17,Argentina,Entidades Financieras,Bancos,Obligaciones Negociables Clase VI Por ...,A1+(arg),,N.C,Confirma
Banco Comafi S.A.,2024-12-17,Argentina,Entidades Financieras,Bancos,Obligaciones Negociables Clase VII por ...,A1+(arg),,N.C,Nueva
Banco Comafi S.A.,2025-03-21,Argentina,Entidades Financieras,Bancos,Obligaciones Negociables Clase VIII Po ...,A1+(arg),,N.C,Confirma
Banco Comafi S.A.,2025-03-21,Argentina,Entidades Financieras,Bancos,Obligaciones Negociables Clase X Por h ...,A1+(arg),,N.C,Confirma
Banco Comafi S.A.,2025-06-23,Argentina,Entidades Financieras,Bancos,Obligaciones Negociables Clase IV Por ...,A1+(arg),,N.C,Confirma
Banco Comafi S.A.,2025-06-23,Argentina,Entidades Financieras,Bancos,Obligaciones Negociables Clase IX Por ...,A1+(arg),,N.C,Confirma
Banco Comafi S.A.,2025-09-23,Argentina,Entidades Financieras,Bancos,Obligaciones Negociables Clase XIII Po ...,A1+(arg),,N.C,Confirma
Banco Comafi S.A.,2025-09-23,Argentina,Entidades Financieras,Bancos,Obligaciones Negociables Clase XIV por ...,A1+(arg),,N.C,Confirma
Banco Comafi S.A.,2025-12-12,Argentina,Entidades Financieras,Bancos,Obligaciones Negociables Clase XI Por ...,A1+(arg),,N.C,Confirma
Banco Comafi S.A.,2025-12-12,Argentina,Entidades Financieras,Bancos,Obligaciones Negociables Clase XII Por ...,A1+(arg),,N.C,Confirma
Banco Comafi S.A.,2026-04-14,Argentina,Entidades Financieras,Bancos,Endeudamiento de Largo Plazo,A1+(arg),AA(arg),Perspectiva Estable,Confirma
Banco Comafi S.A.,2026-04-14,Argentina,Entidades Financieras,Bancos,Obligaciones Negociables Clase XV Por ...,A1+(arg),,N.C,Confirma
Banco Comafi S.A.,2026-04-14,Argentina,Entidades Financieras,Bancos,Obligaciones Negociables Clase XVI Por ...,A1+(arg),,N.C,Confirma
Banco Comafi S.A.,2026-04-14,Argentina,Entidades Financieras,Bancos,Obligaciones Negociables Clase XVII Po ...,A1+(arg),,N.C,Confirma
Banco Comafi S.A.,2026-04-14,Argentina,Entidades Financieras,Bancos,Obligaciones Negociables Clase XVIII P ...,A1+(arg),,N.C,Confirma
Banco Comafi S.A.,2026-04-14,Argentina,Entidades Financieras,Bancos,Obligaciones Negociables Clase XIX Por ...,,AA(arg),Perspectiva Estable,Confirma
Banco Comafi S.A.,2026-04-14,Argentina,Entidades Financieras,Bancos,Obligaciones Negociables Clase XX Por ...,,AA(arg),Perspectiva Estable,Confirma
Banco Comafi S.A.,2026-04-14,Argentina,Entidades Financieras,Bancos,Obligaciones Negociables Clase XXI Por ...,A1+(arg),,N.C,Asigna
Banco Comafi S.A.,2026-04-14,Argentina,Entidades Financieras,Bancos,Obligaciones Negociables Clase XXII Po ...,A1+(arg),,N.C,Asigna
Banco Comafi S.A.,2026-04-20,Argentina,Entidades Financieras,Bancos,Obligaciones Negociables Clase XXIII P ...,,AA(arg),Perspectiva Estable,Asigna
Banco Continental S.A.E.C.A.,2026-03-27,Paraguay,Entidades Financieras,Bancos,Emisor,,AAApy,Tendencia Estable,Confirma
Banco Credicoop Cooperativo Limitado,2026-04-20,Argentina,Entidades Financieras,Bancos,Endeudamiento de Largo Plazo,A1+(arg),AA+(arg),Perspectiva Estable,Confirma
Banco de Comercio S.A.,2026-04-16,Argentina,Entidades Financieras,Bancos,Endeudamiento de Largo Plazo,A3(arg),BBB(arg),Perspectiva Positiva,Confirma
Banco de Corrientes S.A.,2026-04-15,Argentina,Entidades Financieras,Bancos,Endeudamiento de Largo Plazo,A1(arg),A-(arg),Perspectiva Estable,Confirma
Banco de Galicia y Buenos Aires S.A.,2026-04-01,Argentina,Entidades Financieras,Bancos,Endeudamiento de Largo Plazo,A1+(arg),AAA(arg),Perspectiva Estable,Confirma
Banco de Inversión y Comercio Exterior (BICE),2026-05-14,Argentina,Entidades Financieras,Bancos,Endeudamiento de Largo Plazo,A1+(arg),AAA(arg),Perspectiva Estable,Confirma
Banco de la Nación Argentina,2024-07-03,Argentina,Finanzas Sostenibles,Bancos,Banco de la Nación Argentina,,ESG2(arg),Perspectiva Estable,Asigna
Banco de la Nación Argentina,2024-07-10,Argentina,Finanzas Sostenibles,Bancos,Banco de la Nación Argentina,,ESG2(arg),Perspectiva Estable,Asigna
Banco de la Nación Argentina,2024-11-29,Argentina,Finanzas Sostenibles,Bancos,Banco de la Nación Argentina,,ESG2(arg),Perspectiva Estable,Confirma
Banco de la Nación Argentina,2025-03-28,Argentina,Finanzas Sostenibles,Bancos,Banco de la Nación Argentina,,ESG2(arg),Perspectiva Estable,Confirma
Banco de la Nación Argentina,2025-06-26,Argentina,Finanzas Sostenibles,Bancos,Banco de la Nación Argentina,,ESG2(arg),Perspectiva Estable,Confirma
Banco de la Nación Argentina,2025-10-23,Argentina,Finanzas Sostenibles,Bancos,Banco de la Nación Argentina,,ESG2(arg),Perspectiva Estable,Confirma
Banco de la Nación Argentina,2025-11-26,Argentina,Finanzas Sostenibles,Bancos,Banco de la Nación Argentina,,ESG2(arg),Perspectiva Estable,Confirma
Banco de la Nación Argentina,2026-02-12,Argentina,Finanzas Sostenibles,Bancos,Banco de la Nación Argentina,,ESG2(arg),Perspectiva Estable,Confirma
Banco de la Nación Argentina,2026-05-04,Argentina,Entidades Financieras,Bancos,Endeudamiento de Largo Plazo,A1+(arg),AAA(arg),Perspectiva Estable,Confirma
Banco de la Nación Argentina,2026-05-04,Argentina,Entidades Financieras,Bancos,Obligaciones Negociables Clase 1 Por U ...,A1+(arg),,N.C,Asigna
Banco de la Nación Argentina,2026-05-04,Argentina,Entidades Financieras,Bancos,Obligaciones Negociables Clase 2 Por U ...,,AAA(arg),Perspectiva Estable,Asigna
Banco de la Nación Argentina,2026-05-04,Argentina,Entidades Financieras,Bancos,Obligaciones Negociables Clase 3 Por U ...,,AAA(arg),Perspectiva Estable,Asigna
Banco de la Nación Argentina (Sucursal Uruguay),2026-05-19,Uruguay,Entidades Financieras,Bancos,Emisor,,A-(uy),Perspectiva Estable,Sube
Banco de La Pampa S.E.M.,2026-05-18,Argentina,Entidades Financieras,Bancos,Endeudamiento de Corto Plazo,A1+(arg),,N.C,Confirma
Banco de la Provincia de Buenos Aires - BAPRO,2025-08-07,Argentina,Finanzas Sostenibles,Bancos,Banco de la Provincia de Buenos Aires ...,,ESG2(arg),Perspectiva Estable,Asigna
Banco de la Provincia de Buenos Aires - BAPRO,2025-12-02,Argentina,Finanzas Sostenibles,Bancos,Banco de la Provincia de Buenos Aires ...,,ESG2(arg),Perspectiva Estable,Confirma
Banco de la Provincia de Buenos Aires - BAPRO,2026-02-12,Argentina,Finanzas Sostenibles,Bancos,Banco de la Provincia de Buenos Aires ...,,ESG2(arg),Perspectiva Estable,Confirma
Banco de la Provincia de Buenos Aires - BAPRO,2026-05-29,Argentina,Entidades Financieras,Bancos,Endeudamiento de Largo Plazo,A1+(arg),AA(arg),Perspectiva Estable,Confirma
Banco de la Provincia de Buenos Aires - BAPRO,2026-05-29,Argentina,Entidades Financieras,Bancos,Títulos de Deuda Clase I Por hasta $ 2 ...,A1+(arg),,N.C,Confirma
Banco de la Provincia de Buenos Aires - BAPRO,2026-05-29,Argentina,Entidades Financieras,Bancos,Títulos de Deuda en USD Clase II Por h ...,A1+(arg),,N.C,Confirma
Banco de la Provincia de Buenos Aires - BAPRO,2026-05-29,Argentina,Entidades Financieras,Bancos,Títulos de Deuda Clase III Por hasta U ...,A1+(arg),,N.C,Confirma
Banco de la Provincia de Buenos Aires - BAPRO,2026-05-29,Argentina,Entidades Financieras,Bancos,Titulos de Deuda Clase IV Por hasta el ...,A1+(arg),,N.C,Confirma
Banco de la Provincia de Buenos Aires - BAPRO,2026-05-29,Argentina,Entidades Financieras,Bancos,Títulos de Deuda Clase V Por hasta USD ...,A1+(arg),,N.C,Asigna
Banco de la Provincia de Buenos Aires - BAPRO,2026-05-29,Argentina,Entidades Financieras,Bancos,Títulos de Deuda Clase VI Por hasta el ...,A1+(arg),,N.C,Asigna
Banco de la Provincia de Córdoba S.A.,2026-04-14,Argentina,Entidades Financieras,Bancos,Endeudamiento de Largo Plazo,A1+(arg),AA-(arg),Perspectiva Estable,Confirma
Banco de la Provincia de Córdoba S.A.,2026-04-14,Argentina,Entidades Financieras,Bancos,Obligaciones Negociables Clase I Por ...,A1+(arg),,N.C,Confirma
Banco de la Provincia de Córdoba S.A.,2026-04-14,Argentina,Entidades Financieras,Bancos,Obligaciones Negociables Clase II Po ...,A1+(arg),,N.C,Confirma
Banco de San Juan S.A,2026-04-14,Argentina,Entidades Financieras,Bancos,Endeudamiento de Largo Plazo,A1+(arg),AA(arg),Perspectiva Positiva,Confirma
Banco de Santa Cruz S.A.,2026-04-14,Argentina,Entidades Financieras,Bancos,Endeudamiento de Largo Plazo,A1+(arg),AA(arg),Perspectiva Positiva,Confirma
Banco de Servicios Financieros Carrefour S.A.U.,2026-05-18,Argentina,Entidades Financieras,Bancos,Endeudamiento de Largo Plazo,A1(arg),A+(arg),Perspectiva Estable,Confirma
Banco de Servicios Financieros Carrefour S.A.U.,2026-05-18,Argentina,Entidades Financieras,Bancos,Obligaciones Negociables Clase 26 por ...,A1(arg),,N.C,Confirma
Banco de Servicios y Transacciones S.A.U. - BST,2025-12-22,Argentina,Entidades Financieras,Bancos,Obligaciones Negociables Clase XXII ...,A1(arg),,N.C,Confirma
Banco de Servicios y Transacciones S.A.U. - BST,2025-12-22,Argentina,Entidades Financieras,Bancos,Obligaciones Negociables Clase XXV d ...,A1(arg),,N.C,Confirma
Banco de Servicios y Transacciones S.A.U. - BST,2026-04-30,Argentina,Entidades Financieras,Bancos,Endeudamiento de Largo Plazo,A1(arg),A+(arg),Perspectiva Estable,Confirma
Banco de Servicios y Transacciones S.A.U. - BST,2026-04-30,Argentina,Entidades Financieras,Bancos,Obligaciones Negociables Clase XXIII ...,A1(arg),,N.C,Confirma
Banco de Servicios y Transacciones S.A.U. - BST,2026-04-30,Argentina,Entidades Financieras,Bancos,Obligaciones Negociables Clase XXIV ...,A1(arg),,N.C,Confirma
Banco de Servicios y Transacciones S.A.U. - BST,2026-04-30,Argentina,Entidades Financieras,Bancos,Obligacones Negociables Clase XXVI d ...,A1(arg),,N.C,Confirma
Banco de Servicios y Transacciones S.A.U. - BST,2026-04-30,Argentina,Entidades Financieras,Bancos,Obligacones Negociables Clase XXVII ...,A1(arg),,N.C,Confirma
Banco de Servicios y Transacciones S.A.U. - BST,2026-04-30,Argentina,Entidades Financieras,Bancos,Obligaciones Negociables Clase XXVII ...,A1(arg),,N.C,Asigna
Banco de Valores S.A.,2026-04-09,Argentina,Entidades Financieras,Bancos,Endeudamiento de Largo Plazo,A1+(arg),AA+(arg),Perspectiva Estable,Confirma
Banco de Valores S.A.,2026-04-09,Argentina,Entidades Financieras,Bancos,Obligaciones Negociables Clase 1 por h ...,,AA+(arg),Perspectiva Estable,Confirma
Banco de Valores S.A.,2026-04-22,Argentina,Entidades Financieras,Bancos,Obligaciones Negociables Clase 3 por u ...,A1+(arg),,N.C,Asigna
Banco del Chubut S.A.,2026-04-22,Argentina,Entidades Financieras,Bancos,Endeudamiento de Largo Plazo,A2(arg),A-(arg),Perspectiva Negativa,Confirma
Banco del Sol SA,2026-05-18,Argentina,Entidades Financieras,Bancos,Endeudamiento de Largo Plazo,A2(arg),A(arg),Perspectiva Estable,Confirma
Banco del Sol SA,2026-05-18,Argentina,Entidades Financieras,Bancos,Obligaciones Negociables Subordinadas ...,,A-(arg),Perspectiva Estable,Confirma
Banco Familiar S.A.E.C.A.,2026-03-27,Paraguay,Entidades Financieras,Bancos,Emisor,,AApy,Tendencia Estable,Confirma
Banco GNB Paraguay S.A.E.C.A.,2026-03-25,Paraguay,Entidades Financieras,Bancos,Emisor,,AA+py,Tendencia Estable,Confirma
Banco Hipotecario S.A.,2026-04-15,Argentina,Entidades Financieras,Bancos,Endeudamiento de Largo Plazo,A1+(arg),AA-(arg),Perspectiva Estable,Confirma
Banco Hipotecario S.A.,2026-04-15,Argentina,Entidades Financieras,Bancos,Obligaciones Negociables Clase 11 Por ...,A1+(arg),,N.C,Confirma
Banco Hipotecario S.A.,2026-04-15,Argentina,Entidades Financieras,Bancos,Obligaciones Negociables Clase 12 Por ...,A1+(arg),,N.C,Confirma
Banco Hipotecario S.A.,2026-04-15,Argentina,Entidades Financieras,Bancos,Obligaciones Negociables Clase 13 Por ...,A1+(arg),,N.C,Confirma
Banco Hipotecario S.A.,2026-04-15,Argentina,Entidades Financieras,Bancos,Obligaciones Negociables Clase 14 Por ...,A1+(arg),,N.C,Confirma
Banco Itau Paraguay S.A.,2026-04-16,Paraguay,Entidades Financieras,Bancos,Emisor,,AAApy,Tendencia Estable,Confirma
Banco Macro S.A.,2026-04-30,Argentina,Entidades Financieras,Bancos,Endeudamiento de Largo Plazo,A1+(arg),AAA(arg),Perspectiva Estable,Confirma
Banco Macro S.A.,2026-04-30,Argentina,Entidades Financieras,Bancos,Acciones Ordinarias Clase B,,1,N.C,Confirma
Banco Macro S.A.,2026-04-30,Argentina,Entidades Financieras,Bancos,Obligaciones Negociables Subordinadas ...,,AA+(arg),Perspectiva Estable,Confirma
Banco Nacional de Fomento,2026-04-16,Paraguay,Entidades Financieras,Bancos,Emisor,,AAApy,Tendencia Estable,Confirma
Banco Provincia de Tierra del Fuego,2026-04-13,Argentina,Entidades Financieras,Bancos,Endeudamiento de Largo Plazo,A2(arg),A-(arg),Perspectiva Estable,Asigna
Banco Provincia del Neuquén SA,2026-04-20,Argentina,Entidades Financieras,Bancos,Endeudamiento de Largo Plazo,A1(arg),A-(arg),Perspectiva Positiva,Confirma
Banco Sáenz S.A.,2026-05-12,Argentina,Entidades Financieras,Bancos,Endeudamiento de Largo Plazo,A2(arg),A-(arg),RW Positivo,Confirma
Banco Sáenz S.A.,2026-05-12,Argentina,Entidades Financieras,Bancos,Obligaciones Negociables Subordinadas ...,,BBB+(arg),RW Positivo,Confirma
Banco Santander Argentina S.A.,2026-04-30,Argentina,Entidades Financieras,Bancos,Endeudamiento de Largo Plazo,A1+(arg),AAA(arg),Perspectiva Estable,Confirma
Banco Voii S.A.,2026-04-29,Argentina,Entidades Financieras,Bancos,Endeudamiento de Largo Plazo,A3(arg),BBB(arg),Perspectiva Estable,Confirma
Bancor Fondos Sociedad Gerente de Fondos Comunes de Inversión S.A.U.,2026-01-07,Argentina,Fondos,Fondos Abiertos,Champaquí Renta Pesos,,AAf(arg),N.C,Confirma
Bancor Fondos Sociedad Gerente de Fondos Comunes de Inversión S.A.U.,2026-05-14,Argentina,Fondos,Fondos Abiertos,Champaquí Cobertura,,AAAf(arg),N.C,Sube
Bancor Fondos Sociedad Gerente de Fondos Comunes de Inversión S.A.U.,2026-05-20,Argentina,Fondos,Fondos Abiertos,Champaquí FCI Abierto Pymes,,Af(arg),N.C,Confirma
Bancor Fondos Sociedad Gerente de Fondos Comunes de Inversión S.A.U.,2026-05-27,Argentina,Fondos,Fondos Abiertos,Champaquí Ahorro Pesos,,AAf(arg),N.C,Confirma
Bancor Fondos Sociedad Gerente de Fondos Comunes de Inversión S.A.U.,2026-05-29,Argentina,Fondos,Fondos Abiertos,Champaquí Fondo Inmediato,,AA+f(arg),N.C,Confirma
Bancor Fondos Sociedad Gerente de Fondos Comunes de Inversión S.A.U.,2026-05-29,Argentina,Fondos,Fondos Abiertos,Champaquí Estratégico,,A+f(arg),N.C,Confirma
Bancor Fondos Sociedad Gerente de Fondos Comunes de Inversión S.A.U.,2026-05-29,Argentina,Fondos,Fondos Abiertos,Champaqui Inmediato Plus,,AAf(arg),N.C,Confirma
Bancor Fondos Sociedad Gerente de Fondos Comunes de Inversión S.A.U.,2026-05-29,Argentina,Fondos,Fondos Abiertos,Champaquí Renta Variable,,Ac(arg),N.C,Confirma
Bancor Fondos Sociedad Gerente de Fondos Comunes de Inversión S.A.U.,2026-05-29,Argentina,Fondos,Fondos Abiertos,Champaquí Renta Dólar,,AAf(arg),N.C,Confirma
Bancor Fondos Sociedad Gerente de Fondos Comunes de Inversión S.A.U.,2026-05-29,Argentina,Fondos,Fondos Abiertos,Champaquí Fondo Liquidez Dólar,,AAf(arg),N.C,Confirma
Basa A.F.P.I.S.A.,2025-10-09,Paraguay,Fondos,Fondos Abiertos,Fondo de Inversión Ganadero Basa Capi ...,,(py)Af+,Tendencia Estable,Confirma
Basa A.F.P.I.S.A.,2025-10-28,Paraguay,Fondos,Fondos Abiertos,Fondo Mutuo Vista Dólares Americanos< ...,,(py)AAf,Tendencia Estable,Confirma
Basa A.F.P.I.S.A.,2025-10-28,Paraguay,Fondos,Fondos Abiertos,Fondo Mutuo Vista Guaraníes,,(py)AAf,Tendencia Estable,Confirma
BiBank S.A. (Ex Banco Interfinanzas S.A.),2026-04-30,Argentina,Entidades Financieras,Bancos,Endeudamiento de Largo Plazo,A3(arg),BBB(arg),Perspectiva Negativa,Confirma
BICE Fideicomisos S.A.,2026-05-08,Argentina,Entidades Financieras,Fiduciario,Fiduciario,,1FD(arg),Perspectiva Estable,Confirma
BIND Garantias SGR,2026-05-07,Argentina,Sociedades De Garantía Recíproca (Sgr),Sociedades De Garantía Recíproca (Sgr),Calificación de largo plazo,A1+(arg),AA(arg),Perspectiva Estable,Confirma
Boglich III,2024-06-07,Argentina,Finanzas Estructuradas,Prestamos Prendarios,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Boglich IV,2024-09-04,Argentina,Finanzas Estructuradas,Facturas,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Boglich V,2025-06-05,Argentina,Finanzas Estructuradas,Facturas,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Boldt S.A.,2026-03-11,Argentina,Finanzas Corporativas,Empresas,Emisor,,BBB(arg),RW Negativo,Confirma
Bricapar S.A.,2026-05-13,Paraguay,Finanzas Corporativas,Empresas,Emisor,,Bpy,Tendencia Estable,Sube
Bricapar S.A.,2026-05-13,Paraguay,Finanzas Corporativas,Empresas,Programa de Emisión Global de bonos ...,,pyB,Tendencia Estable,Sube
CADIEM Casa de Bolsa,2025-10-31,Paraguay,Fondos,Fondos Abiertos,Fondo Mutuo Disponible Dólares Americ ...,,(py)AAf,Perspectiva Estable,Sube
CADIEM Casa de Bolsa,2025-10-31,Paraguay,Fondos,Fondos Abiertos,Fondo Mutuo Disponible Renta Fija en ...,,(py)AAf,Perspectiva Estable,Confirma
CADIEM Casa de Bolsa,2025-10-31,Paraguay,Fondos,Fondos Abiertos,Fondo Mutuo Crecimiento Renta Fija en ...,,(py)Af,Perspectiva Estable,Sube
CAF-AM Ferrocarril Central,2025-06-10,Uruguay,Finanzas Sostenibles,Notas Estructuradas,CAF-AM Ferrocarril Central,,ESG1(uy),Perspectiva Estable,Asigna
CAF-AM Ferrocarril Central,2026-04-29,Uruguay,Finanzas Estructuradas,Notas Estructuradas,CP,,AA-fcf(uy),Perspectiva Estable,Confirma
Caja de Jubilaciones y Pensiones Bancarias,2026-05-05,Uruguay,Entidades Financieras,Entidades Financieras,Emisor,,BB+(uy),Perspectiva Estable,Asigna
Campo Aval S.G.R.,2026-05-07,Argentina,Sociedades De Garantía Recíproca (Sgr),Sociedades De Garantía Recíproca (Sgr),Calificación de largo plazo,A1(arg),AA-(arg),Perspectiva Estable,Confirma
Camuzzi Gas Pampeana S.A.,2026-05-07,Argentina,Finanzas Corporativas,Servicios Publicos,Emisor,,AA-(arg),Perspectiva Positiva,Confirma
Camuzzi Gas Pampeana S.A.,2026-05-07,Argentina,Finanzas Corporativas,Servicios Publicos,Acciones ordinarias,,1,N.C,Confirma
Camuzzi Gas Pampeana S.A.,2026-05-07,Argentina,Finanzas Corporativas,Servicios Publicos,Obligaciones Negociables Clase 1 Por ...,,AA-(arg),Perspectiva Positiva,Confirma
CAPEX S.A.,2026-05-22,Argentina,Finanzas Corporativas,Energia,Emisor,,AA(arg),Perspectiva Estable,Confirma
CAPEX S.A.,2026-05-22,Argentina,Finanzas Corporativas,Energia,Obligaciones Negociables Clase IV por ...,,AA(arg),Perspectiva Estable,Confirma
CAPEX S.A.,2026-05-22,Argentina,Finanzas Corporativas,Energia,Obligaciones Negociables Clase V Por ...,,AA(arg),Perspectiva Estable,Confirma
CAPEX S.A.,2026-05-22,Argentina,Finanzas Corporativas,Energia,Obligaciones Negociables Clase VI Por ...,,AA(arg),Perspectiva Estable,Confirma
CAPEX S.A.,2026-05-22,Argentina,Finanzas Corporativas,Energia,Obligaciones Negociables Clase VII Po ...,,AA(arg),Perspectiva Estable,Confirma
CAPEX S.A.,2026-05-22,Argentina,Finanzas Corporativas,Energia,Obligaciones Negociables Clase X Por ...,,AA(arg),Perspectiva Estable,Confirma
CAPEX S.A.,2026-05-22,Argentina,Finanzas Corporativas,Energia,Obligaciones Negociables Clase XI Por ...,,AA(arg),Perspectiva Estable,Confirma
CAPEX S.A.,2026-05-22,Argentina,Finanzas Corporativas,Energia,Obligaciones Negociables Clase XII Po ...,,AA(arg),Perspectiva Estable,Confirma
Cartasur Cards S.A.U.,2026-05-18,Argentina,Entidades Financieras,Entidades Financieras,Calificación de largo plazo,A1+(arg),AA(arg),Perspectiva Estable,Confirma
Cathay S.A. Grupo Timbo,2025-08-28,Paraguay,Finanzas Corporativas,Empresas,Emisor,,BBBpy,Perspectiva Estable,Confirma
Cathay S.A. Grupo Timbo,2025-08-28,Paraguay,Finanzas Corporativas,Empresas,Programa de Emisión Global de Bonos ...,,pyBBB,Perspectiva Estable,Confirma
Cathay S.A. Grupo Timbo,2025-08-28,Paraguay,Finanzas Corporativas,Empresas,Programa de Emisión Global de Bonos ...,,pyBBB,Perspectiva Estable,Confirma
Cédulas Hipotecarias Argentinas Serie IX 2009 -1,2025-07-07,Argentina,Finanzas Estructuradas,Hipotecas Residenciales (Rmbs),VDF CHA,,CCsf(arg),N.C,Confirma
Cédulas Hipotecarias Argentinas Serie IX 2009 -1,2025-07-25,Argentina,Finanzas Estructuradas,Hipotecas Residenciales (Rmbs),CP CHA,,Csf(arg),N.C,Confirma
Cédulas Hipotecarias Argentinas Serie X 2009 -2,2025-07-07,Argentina,Finanzas Estructuradas,Hipotecas Residenciales (Rmbs),VDF CHA,,AA-sf(arg),Perspectiva Estable,Confirma
Cédulas Hipotecarias Argentinas Serie X 2009 -2,2025-07-25,Argentina,Finanzas Estructuradas,Hipotecas Residenciales (Rmbs),CP CHA,,CCCsf(arg),N.C,Confirma
Cédulas Hipotecarias Argentinas Serie XI 2009-3,2025-07-07,Argentina,Finanzas Estructuradas,Hipotecas Residenciales (Rmbs),VDF CHA,,CCsf(arg),N.C,Confirma
Cédulas Hipotecarias Argentinas Serie XI 2009-3,2025-07-25,Argentina,Finanzas Estructuradas,Hipotecas Residenciales (Rmbs),CP CHA,,Csf(arg),N.C,Confirma
